0 12 {}
0 15 {}
0 23 {}
0 43 {}
0 69 {}
0 98 {}
0 99 {}
0 114 {}
0 131 {}
0 134 {}
0 137 {}
12 13 {}
12 14 {}
12 19 {}
12 26 {}
12 32 {}
12 42 {}
12 44 {}
12 47 {}
12 48 {}
12 114 {}
12 120 {}
12 138 {}
15 32 {}
15 41 {}
15 42 {}
15 54 {}
15 65 {}
15 70 {}
15 74 {}
15 93 {}
15 121 {}
15 132 {}
15 144 {}
23 18 {}
23 30 {}
23 84 {}
23 85 {}
23 86 {}
23 106 {}
23 128 {}
23 136 {}
23 140 {}
23 148 {}
43 47 {}
43 55 {}
43 65 {}
43 69 {}
69 38 {}
69 82 {}
69 104 {}
69 127 {}
69 136 {}
69 144 {}
69 147 {}
69 148 {}
98 16 {}
98 114 {}
98 128 {}
99 19 {}
99 44 {}
99 86 {}
99 88 {}
99 93 {}
99 130 {}
114 38 {}
114 39 {}
114 62 {}
114 68 {}
114 84 {}
114 100 {}
114 106 {}
114 107 {}
114 120 {}
131 7 {}
131 41 {}
131 51 {}
131 83 {}
131 87 {}
131 127 {}
131 129 {}
131 135 {}
131 145 {}
134 4 {}
134 19 {}
134 21 {}
134 38 {}
134 87 {}
134 97 {}
134 109 {}
134 138 {}
137 83 {}
137 106 {}
137 130 {}
137 133 {}
1 11 {}
1 34 {}
1 41 {}
1 63 {}
1 90 {}
1 144 {}
11 31 {}
11 33 {}
11 75 {}
11 88 {}
11 128 {}
11 133 {}
11 146 {}
34 3 {}
34 25 {}
34 31 {}
34 53 {}
34 120 {}
34 133 {}
34 135 {}
34 138 {}
34 146 {}
41 70 {}
41 90 {}
41 95 {}
63 33 {}
63 37 {}
63 52 {}
63 79 {}
63 81 {}
63 133 {}
63 138 {}
63 146 {}
63 148 {}
90 17 {}
90 31 {}
90 64 {}
90 72 {}
90 101 {}
90 107 {}
90 125 {}
90 145 {}
144 19 {}
144 50 {}
144 86 {}
144 105 {}
2 10 {}
2 48 {}
2 74 {}
2 88 {}
2 123 {}
2 139 {}
10 14 {}
10 29 {}
10 37 {}
10 65 {}
10 74 {}
10 125 {}
48 26 {}
48 27 {}
48 61 {}
48 74 {}
48 84 {}
48 124 {}
74 7 {}
74 38 {}
74 78 {}
74 87 {}
74 106 {}
74 123 {}
88 22 {}
88 26 {}
88 31 {}
88 56 {}
88 82 {}
88 86 {}
88 107 {}
88 111 {}
88 123 {}
123 19 {}
123 25 {}
123 54 {}
123 68 {}
123 73 {}
123 94 {}
123 122 {}
139 13 {}
139 21 {}
139 38 {}
139 94 {}
139 140 {}
139 145 {}
139 147 {}
3 16 {}
3 17 {}
3 91 {}
3 97 {}
3 103 {}
3 111 {}
16 7 {}
16 40 {}
16 58 {}
16 118 {}
17 5 {}
17 36 {}
17 62 {}
17 96 {}
17 122 {}
91 66 {}
91 111 {}
91 132 {}
91 149 {}
97 24 {}
97 42 {}
97 51 {}
97 62 {}
97 92 {}
103 40 {}
103 54 {}
103 96 {}
111 9 {}
111 68 {}
111 120 {}
4 59 {}
4 108 {}
4 125 {}
4 140 {}
59 19 {}
59 40 {}
59 51 {}
59 52 {}
59 68 {}
59 118 {}
59 119 {}
59 124 {}
108 33 {}
108 36 {}
108 44 {}
108 47 {}
108 67 {}
108 73 {}
108 121 {}
108 143 {}
125 22 {}
125 52 {}
125 67 {}
125 82 {}
125 132 {}
140 67 {}
140 78 {}
140 85 {}
140 92 {}
140 96 {}
140 118 {}
5 25 {}
5 57 {}
5 132 {}
25 147 {}
25 148 {}
57 49 {}
57 73 {}
57 95 {}
57 112 {}
57 118 {}
57 120 {}
132 65 {}
132 70 {}
132 76 {}
132 79 {}
132 81 {}
6 9 {}
6 13 {}
6 21 {}
6 73 {}
9 65 {}
9 145 {}
13 33 {}
13 46 {}
13 49 {}
13 67 {}
13 71 {}
21 28 {}
21 75 {}
21 78 {}
21 86 {}
21 121 {}
73 7 {}
73 67 {}
73 70 {}
73 81 {}
73 94 {}
7 29 {}
7 33 {}
7 92 {}
29 42 {}
29 50 {}
33 38 {}
92 66 {}
92 86 {}
8 18 {}
8 31 {}
8 113 {}
8 130 {}
8 146 {}
18 30 {}
18 52 {}
18 84 {}
18 107 {}
18 149 {}
31 44 {}
31 75 {}
31 78 {}
31 80 {}
31 105 {}
31 126 {}
31 147 {}
113 20 {}
113 32 {}
113 77 {}
113 89 {}
113 143 {}
130 105 {}
130 127 {}
146 68 {}
146 135 {}
146 145 {}
65 19 {}
65 35 {}
65 52 {}
65 83 {}
145 47 {}
145 60 {}
145 62 {}
145 64 {}
145 70 {}
145 84 {}
145 85 {}
145 101 {}
145 112 {}
145 136 {}
14 56 {}
