0 7 {}
0 10 {}
0 11 {}
0 20 {}
0 23 {}
0 29 {}
0 34 {}
0 35 {}
0 38 {}
0 39 {}
0 42 {}
0 44 {}
0 51 {}
0 54 {}
0 64 {}
0 69 {}
0 78 {}
0 85 {}
7 9 {}
7 22 {}
7 25 {}
7 27 {}
7 32 {}
7 40 {}
7 46 {}
7 48 {}
7 55 {}
7 58 {}
7 64 {}
7 72 {}
7 74 {}
7 76 {}
7 87 {}
7 89 {}
7 92 {}
7 99 {}
10 24 {}
10 31 {}
10 35 {}
10 38 {}
10 39 {}
10 63 {}
10 72 {}
10 91 {}
11 3 {}
11 6 {}
11 23 {}
11 24 {}
11 33 {}
11 37 {}
11 42 {}
11 45 {}
11 50 {}
11 53 {}
11 76 {}
11 85 {}
11 96 {}
20 1 {}
20 36 {}
20 37 {}
20 38 {}
20 39 {}
20 43 {}
20 44 {}
20 45 {}
20 48 {}
20 67 {}
20 75 {}
20 80 {}
20 86 {}
20 88 {}
20 89 {}
20 95 {}
23 3 {}
23 13 {}
23 15 {}
23 30 {}
23 34 {}
23 51 {}
23 60 {}
23 69 {}
23 70 {}
23 90 {}
23 94 {}
29 12 {}
29 34 {}
29 36 {}
29 48 {}
29 49 {}
29 51 {}
29 52 {}
29 54 {}
29 55 {}
29 67 {}
29 69 {}
29 70 {}
29 75 {}
29 76 {}
34 16 {}
34 19 {}
34 35 {}
34 37 {}
34 45 {}
34 53 {}
34 57 {}
34 60 {}
34 70 {}
34 72 {}
34 85 {}
34 94 {}
35 6 {}
35 9 {}
35 12 {}
35 15 {}
35 16 {}
35 18 {}
35 19 {}
35 22 {}
35 41 {}
35 45 {}
35 49 {}
35 61 {}
35 69 {}
35 70 {}
35 72 {}
35 73 {}
35 77 {}
35 81 {}
35 83 {}
35 88 {}
35 96 {}
35 97 {}
35 98 {}
35 99 {}
38 1 {}
38 16 {}
38 50 {}
38 66 {}
38 73 {}
38 80 {}
38 81 {}
38 84 {}
38 86 {}
38 87 {}
38 94 {}
38 99 {}
39 4 {}
39 6 {}
39 12 {}
39 18 {}
39 21 {}
39 25 {}
39 26 {}
39 36 {}
39 37 {}
39 58 {}
39 74 {}
39 84 {}
39 88 {}
39 90 {}
39 95 {}
39 99 {}
42 5 {}
42 8 {}
42 25 {}
42 30 {}
42 37 {}
42 50 {}
42 56 {}
42 68 {}
42 90 {}
42 94 {}
42 96 {}
42 98 {}
42 99 {}
44 4 {}
44 18 {}
44 53 {}
44 57 {}
44 66 {}
44 69 {}
44 75 {}
44 79 {}
44 91 {}
44 94 {}
51 9 {}
51 12 {}
51 25 {}
51 32 {}
51 37 {}
51 49 {}
51 54 {}
51 58 {}
51 67 {}
51 69 {}
51 85 {}
51 86 {}
51 93 {}
51 95 {}
54 2 {}
54 4 {}
54 21 {}
54 24 {}
54 27 {}
54 28 {}
54 32 {}
54 45 {}
54 46 {}
54 56 {}
54 58 {}
54 67 {}
54 71 {}
54 83 {}
54 93 {}
64 2 {}
64 18 {}
64 19 {}
64 25 {}
64 31 {}
64 33 {}
64 47 {}
64 50 {}
64 53 {}
64 72 {}
64 78 {}
64 93 {}
69 4 {}
69 5 {}
69 9 {}
69 12 {}
69 14 {}
69 16 {}
69 66 {}
69 74 {}
69 76 {}
69 89 {}
69 92 {}
69 93 {}
69 95 {}
69 97 {}
78 9 {}
78 14 {}
78 22 {}
78 26 {}
78 48 {}
78 59 {}
78 60 {}
78 73 {}
78 91 {}
78 92 {}
85 9 {}
85 25 {}
85 31 {}
85 45 {}
85 50 {}
85 53 {}
85 62 {}
85 67 {}
85 74 {}
85 84 {}
85 86 {}
85 90 {}
1 13 {}
1 16 {}
1 22 {}
1 32 {}
1 45 {}
1 65 {}
1 87 {}
1 90 {}
1 91 {}
1 92 {}
13 5 {}
13 9 {}
13 19 {}
13 25 {}
13 28 {}
13 36 {}
13 41 {}
13 46 {}
13 52 {}
13 89 {}
13 92 {}
13 95 {}
13 99 {}
16 18 {}
16 33 {}
16 37 {}
16 52 {}
16 59 {}
16 60 {}
16 62 {}
16 82 {}
16 87 {}
16 91 {}
16 96 {}
16 98 {}
16 99 {}
22 24 {}
22 43 {}
22 50 {}
22 52 {}
22 55 {}
22 58 {}
22 74 {}
22 93 {}
22 98 {}
32 5 {}
32 14 {}
32 25 {}
32 27 {}
32 28 {}
32 31 {}
32 46 {}
32 48 {}
32 53 {}
32 56 {}
32 75 {}
32 81 {}
32 92 {}
32 93 {}
45 8 {}
45 15 {}
45 19 {}
45 37 {}
45 40 {}
45 55 {}
45 58 {}
45 72 {}
45 73 {}
45 87 {}
45 89 {}
45 91 {}
45 99 {}
65 9 {}
65 14 {}
65 19 {}
65 28 {}
65 76 {}
65 90 {}
65 94 {}
87 21 {}
87 46 {}
87 47 {}
87 57 {}
87 68 {}
87 80 {}
87 81 {}
87 86 {}
87 90 {}
90 14 {}
90 17 {}
90 28 {}
90 37 {}
90 59 {}
90 77 {}
90 92 {}
91 18 {}
91 26 {}
91 31 {}
91 37 {}
91 41 {}
91 58 {}
91 63 {}
91 68 {}
91 77 {}
91 82 {}
91 97 {}
92 2 {}
92 12 {}
92 33 {}
92 43 {}
92 75 {}
92 79 {}
92 81 {}
92 88 {}
92 95 {}
2 18 {}
2 21 {}
2 24 {}
2 43 {}
2 46 {}
2 56 {}
2 72 {}
2 86 {}
2 95 {}
18 6 {}
18 8 {}
18 27 {}
18 33 {}
18 46 {}
18 52 {}
18 61 {}
18 67 {}
18 68 {}
18 71 {}
18 86 {}
21 8 {}
21 17 {}
21 24 {}
21 26 {}
21 41 {}
21 48 {}
21 55 {}
21 61 {}
21 63 {}
21 68 {}
21 71 {}
21 73 {}
21 96 {}
24 5 {}
24 15 {}
24 19 {}
24 55 {}
24 58 {}
24 66 {}
24 73 {}
24 79 {}
24 88 {}
24 99 {}
43 4 {}
43 9 {}
43 12 {}
43 26 {}
