0 2 {}
0 11 {}
0 13 {}
0 15 {}
0 28 {}
0 61 {}
0 74 {}
2 5 {}
2 21 {}
2 50 {}
2 87 {}
2 101 {}
2 123 {}
2 144 {}
2 153 {}
11 23 {}
11 36 {}
11 81 {}
11 121 {}
11 124 {}
11 128 {}
11 130 {}
11 139 {}
13 14 {}
13 37 {}
13 40 {}
13 47 {}
13 61 {}
15 62 {}
28 5 {}
28 33 {}
28 45 {}
28 49 {}
28 70 {}
28 97 {}
28 110 {}
61 10 {}
61 38 {}
61 42 {}
61 46 {}
61 56 {}
61 87 {}
61 123 {}
74 21 {}
74 73 {}
74 77 {}
74 92 {}
74 104 {}
74 113 {}
74 124 {}
74 133 {}
74 146 {}
74 151 {}
1 22 {}
1 79 {}
1 81 {}
1 109 {}
1 126 {}
22 18 {}
22 58 {}
22 62 {}
22 86 {}
22 99 {}
79 6 {}
79 78 {}
79 84 {}
81 16 {}
81 30 {}
81 53 {}
81 63 {}
81 76 {}
81 104 {}
109 7 {}
109 14 {}
109 32 {}
109 60 {}
126 4 {}
126 25 {}
126 39 {}
126 52 {}
126 95 {}
126 99 {}
126 136 {}
5 4 {}
5 30 {}
5 66 {}
5 78 {}
5 99 {}
5 120 {}
5 129 {}
5 135 {}
5 137 {}
5 144 {}
21 16 {}
21 36 {}
21 69 {}
21 95 {}
21 101 {}
21 119 {}
21 131 {}
21 134 {}
21 147 {}
21 153 {}
50 25 {}
50 26 {}
50 62 {}
50 84 {}
50 106 {}
50 125 {}
50 137 {}
50 144 {}
87 14 {}
87 18 {}
87 34 {}
87 55 {}
87 68 {}
87 99 {}
87 119 {}
101 32 {}
101 59 {}
101 69 {}
101 93 {}
101 94 {}
101 121 {}
123 72 {}
123 85 {}
123 139 {}
144 67 {}
144 113 {}
144 124 {}
144 128 {}
144 151 {}
153 4 {}
153 14 {}
153 16 {}
153 27 {}
153 32 {}
153 60 {}
153 94 {}
153 97 {}
153 100 {}
153 117 {}
153 120 {}
153 128 {}
153 133 {}
153 154 {}
3 16 {}
3 26 {}
3 55 {}
3 89 {}
3 97 {}
3 120 {}
3 127 {}
3 139 {}
16 14 {}
16 25 {}
16 54 {}
16 63 {}
16 147 {}
26 43 {}
26 85 {}
26 90 {}
26 125 {}
26 146 {}
55 65 {}
55 124 {}
55 134 {}
55 136 {}
89 30 {}
89 72 {}
89 99 {}
89 107 {}
89 118 {}
89 122 {}
89 145 {}
89 154 {}
97 12 {}
97 17 {}
97 31 {}
97 34 {}
97 39 {}
97 103 {}
120 70 {}
120 72 {}
120 73 {}
120 93 {}
120 108 {}
120 112 {}
127 40 {}
127 43 {}
127 137 {}
127 145 {}
139 7 {}
139 56 {}
139 58 {}
139 60 {}
139 70 {}
139 85 {}
139 122 {}
139 128 {}
139 133 {}
4 34 {}
4 43 {}
4 65 {}
4 66 {}
4 70 {}
4 72 {}
4 88 {}
4 90 {}
4 104 {}
4 108 {}
34 29 {}
34 69 {}
34 136 {}
43 66 {}
43 93 {}
43 119 {}
43 133 {}
43 141 {}
65 12 {}
65 49 {}
65 54 {}
65 98 {}
65 107 {}
65 117 {}
65 128 {}
66 10 {}
66 19 {}
66 20 {}
66 25 {}
66 39 {}
66 53 {}
66 72 {}
66 113 {}
66 116 {}
66 135 {}
66 142 {}
70 36 {}
70 92 {}
70 134 {}
72 84 {}
72 91 {}
72 96 {}
72 100 {}
72 113 {}
72 150 {}
88 35 {}
88 67 {}
88 99 {}
88 135 {}
90 24 {}
90 30 {}
90 69 {}
90 95 {}
90 143 {}
104 37 {}
104 41 {}
104 56 {}
104 148 {}
108 18 {}
108 117 {}
30 57 {}
30 64 {}
30 76 {}
30 98 {}
30 99 {}
30 118 {}
30 134 {}
78 12 {}
78 20 {}
78 40 {}
78 42 {}
78 83 {}
78 94 {}
78 98 {}
99 23 {}
99 38 {}
99 58 {}
129 12 {}
129 39 {}
129 86 {}
129 95 {}
129 111 {}
129 125 {}
129 141 {}
129 145 {}
135 57 {}
135 93 {}
135 103 {}
135 151 {}
137 29 {}
137 54 {}
6 7 {}
6 18 {}
6 29 {}
6 39 {}
6 85 {}
6 93 {}
6 111 {}
7 63 {}
7 71 {}
7 91 {}
7 146 {}
7 151 {}
18 47 {}
18 53 {}
18 57 {}
18 100 {}
18 125 {}
18 143 {}
29 67 {}
29 73 {}
29 82 {}
29 107 {}
29 115 {}
39 40 {}
39 117 {}
39 138 {}
85 44 {}
85 51 {}
85 57 {}
85 77 {}
85 80 {}
85 122 {}
85 130 {}
93 62 {}
93 77 {}
93 91 {}
93 119 {}
93 149 {}
111 48 {}
111 94 {}
111 149 {}
63 25 {}
63 38 {}
63 134 {}
63 142 {}
71 8 {}
71 58 {}
71 96 {}
71 102 {}
71 107 {}
71 113 {}
71 118 {}
71 147 {}
91 46 {}
91 67 {}
91 110 {}
91 143 {}
91 151 {}
146 100 {}
146 118 {}
146 128 {}
151 83 {}
151 100 {}
151 103 {}
151 132 {}
151 138 {}
8 24 {}
8 41 {}
8 42 {}
8 58 {}
8 68 {}
8 69 {}
8 82 {}
8 113 {}
24 14 {}
24 41 {}
24 83 {}
24 86 {}
41 100 {}
41 116 {}
41 148 {}
42 19 {}
42 77 {}
58 17 {}
58 98 {}
58 128 {}
58 140 {}
58 142 {}
58 143 {}
58 154 {}
68 46 {}
68 67 {}
68 92 {}
69 14 {}
69 35 {}
69 67 {}
69 100 {}
69 105 {}
69 136 {}
82 48 {}
82 54 {}
82 117 {}
82 124 {}
82 140 {}
113 35 {}
113 45 {}
113 77 {}
113 80 {}
113 96 {}
113 112 {}
113 118 {}
113 136 {}
9 92 {}
9 96 {}
9 118 {}
9 131 {}
9 133 {}
9 149 {}
92 27 {}
92 44 {}
92 64 {}
92 110 {}
92 112 {}
92 152 {}
96 75 {}
96 84 {}
96 86 {}
118 25 {}
118 62 {}
131 10 {}
131 38 {}
131 45 {}
131 110 {}
133 10 {}
133 17 {}
133 47 {}
133 52 {}
133 57 {}
149 44 {}
149 67 {}
10 14 {}
10 95 {}
10 115 {}
14 54 {}
14 60 {}
14 86 {}
14 125 {}
95 19 {}
95 35 {}
95 44 {}
95 46 {}
95 62 {}
95 105 {}
95 106 {}
95 116 {}
95 138 {}
95 141 {}
115 27 {}
115 46 {}
115 60 {}
115 64 {}
115 80 {}
23 19 {}
23 25 {}
23 31 {}
23 40 {}
23 44 {}
23 83 {}
23 102 {}
23 142 {}
36 25 {}
36 75 {}
36 110 {}
121 56 {}
121 98 {}
121 152 {}
124 83 {}
124 107 {}
